0,1,2,3
11,"Khulna Medical College, Khulna",1992,180
12,"Shaheed Ziaur Rahman Medical College, Bogura",1992,180
13,"Bangabondhu Sheikh Mujib Medical College, Faridpur",1992,180
14,"M Abdur Rahim Medical College, Dinajpur",1992,180
15,"Pabna Medical College, Pabna",2008,70
16,"Abdul Malek Ukil Medical College, Noakhali",2008,70
17,"Cox’s Bazar Medical College, Cox’s Bazar",2008,70
18,"Jashore Medical College, Jashore",2010,70
19,"Satkhira Medical College, Satkhira",2011,65
20,"Shaheed Syed Nazrul Islam Medical College, Kishoreganj",2011,65
21,"Kushtia Medical College, Kushtia",2011,65
22,"Sheikh Sayera Khatun Medical College, Gopalganj",2011,65
23,"Shaheed Taj Uddin Ahmed Medical College, Gazipur",2013,72
24,"Sheikh Hasina Medical College, Tangail",2014,65
25,"Sheikh Hasina Medical College, Jamalpur",2014,65
26,"Colonel Malek Medical College, Manikganj",2014,75
27,"Shaheed M Mansur Ali Medical College, Sirajganj",2014,65
28,"Patuakhali Medical College, Patuakhali",2014,51
29,"Rangamati Medical College, Rangamati",2014,51
30,"Mugda Medical College, Dhaka",2015,75
31,"Sheikh Hasina Medical College, Habiganj",2017,51
32,"Netrakona Medical College, Netrakona",2018,50
33,"Nilphamari Medical College, Nilphamari",2018,50
34,"Naogaon Medical College, Naogaon",2018,50
35,"Magura Medical College, Magura",2018,50
36,"Chandpur Medical College, Chandpur",2018,50
37,"Bangabandhu Medical College, Sunamganj",2020,50
Total seats,,,4350
