0,1,2,3
Division,Name of institution,Year of establishment,No. of seats
Chittagong,"Comilla Institute of Technology and MATS, Thakurpara, Comilla",2008,75
,"Chittagong Institute of Medical Technology, Chittagong",2011,50
,"Moinamoti Medical Assistant Training School, Comilla",2011,50
,Noakhali Paramedical Centre (NPCMATS),2011,50
,"Brahmanbaria Medical Assistant Training School, Brahmanbaria",2011,50
,"Chandpur Medical Assistant Training School, Chandpur",2011,50
Dhaka,"AR Medical Assistant Training School, Mohammadpur, Dhaka",2008,75
,"Advance Medical Assistant Training School, Green Road, Dhaka",2010,100
,"Bangladesh Medical Assistant Training School, Uttara, Dhaka",2009,50
,"Dhaka Medical Assistant Training School, Mirpur, Dhaka",2009,100
,"New Pilot Medical Assistant Training School, Tangail Sadar",2008,50
,"Rabeya Medical Assistant Training School, Savar, Dhaka",2009,75
,"Rampura Medical Assistant Training School, Rampura, Dhaka",2008,80
,"Rumdo Medical Assistant Training School, Mymensingh",2008,75
,"SAIC Institute of Medical Assistant, Mirpur, Dhaka",2008,80
,"SIMT Medical Assistant Training School, Kalabagan, Dhaka",2008,100
,"Spark SIMT Medical Assistant Training Academy, Mirpur, Dhaka",2008,60
,"SPKS Medical Assistant Training School, Mirpur, Dhaka",2008,100
,"Sumona Medical Assistant Training School, Sadarghat, Dhaka",2008,60
,"The Medical Assistant Training School, Mirpur, Dhaka",2007,175
,"Trauma Medical Assistant Training School, Mohammadpur, Dhaka",2008,200
,"Institute of Medical Assistants, Faridpur",2010,50
,"Eden Medical Assistant Training School, Mirpur, Dhaka",2010,50
,"Tangail Medical Assistant Training School, Sabalia, Tangail",2010,180
,"Shyamoli Medical Assistant Training School, Mohammadpur, Dhaka",2010,200
,"Taleb Ali Medical Assistant Training School, Natun Bazar, Mymensingh",2010,50
,"Rajbari Community Medical Assistant Training School, Rajbari",2010,100
,"National Institute of Medical and Dental Technologist & MATS, Mohammadpur, Dhaka",2010,50
,"Prince Medical Assistant Training School, Savar, Dhaka",2010,75
,"Khondoker Abdul Mannan Medical Institute (MATS), Kishoreganj",2010,50
,"Reliable Medical Assistant Training School, Mirpur, Dhaka",2011,50
,"Dr. Halima Khatun Medical Assistant Training School, Mymensingh",2011,50
,"Jashimuddin Medical Assistant Training School, New College Road, Jamalpur",2011,50
,"Shahid SA Memorial Medical Institute, Uttara, Dhaka",2011,50
,"Paramedical Institute & MATS, Chandona, Gazipur",2011,50
,"Institute of Medical Technology & MATS, Jalkuri, Siddirganj, Narayanganj",2011,50
