0,1,2,3
Table continued...,,,
"Sl.
no.",Name of institution,Estd. year,"No. of
seats"
7,"MAG Osmani Medical College, Sylhet",1966,250
8,"Sher-e-Bangla Medical College, Barisal",1968,250
9,"Rangpur Medical College, Rangpur",1972,250
10,"Cumilla Medical College, Cumilla",1992,200
11,"Khulna Medical College, Khulna",1992,200
12,"Shaheed Ziaur Rahman Medical College, Bogura",1992,200
13,"Bangabandhu Sheikh Mujib Medical College, Faridpur",1992,200
14,"M. Abdur Rahim Medical College, Dinajpur",1992,200
15,"Pabna Medical College, Pabna",2008,100
16,"Abdul Malek Ukil Medical College, Noakhali",2008,100
17,"Cox’s Bazar Medical College, Cox’s Bazar",2008,100
18,"Jashore Medical College, Jashore",2010,100
19,"Satkhira Medical College, Satkhira",2011,100
20,"Shaheed Syed Nazrul Islam Medical College, Kishoreganj",2011,100
21,"Kushtia Medical College, Kushtia",2011,100
22,"Sheikh Sayera Khatun Medical College, Gopalganj",2011,125
23,"Shaheed Taj Uddin Ahmed Medical College, Gazipur",2013,100
24,"Sheikh Hasina Medical College, Tangail",2014,100
25,"Sheikh Hasina Medical College, Jamalpur",2014,100
26,"Colonel Malek Medical College, Manikganj",2014,125
27,"Shaheed M. Mansur Ali Medical College, Sirajganj",2014,100
28,"Patuakhali Medical College, Patuakhali",2014,75
29,"Rangamati Medical College, Rangamati",2014,75
30,"Mugda Medical College, Dhaka",2015,100
31,"Sheikh Hasina Medical College, Habiganj",2017,100
32,"Netrakona Medical College, Netrakona",2018,75
33,"Nilphamari Medical College, Nilphamari",2018,75
34,"Naogaon Medical College, Naogaon",2018,75
35,"Magura Medical College, Magura",2018,75
36,"Chandpur Medical College, Chandpur",2018,75
37,"Bangabandhu Medical College, Sunamganj",2020,75
Total seats,,,"5,380"
