0,1,2,3
Name of Medical & Dental College,,Course,Subject
4,"Mymensingh Medical College ,
Mymensingh",MD,"Medicine, Paediatrics, Radiology & Imaging, Internal
Medicine, Neurology, Nephrology, Cardiology."
,,MS,"Ophthalmology, Paediatrics Surgery."
,,MPH,Community Medicine.
,,M. Phil,"Anatomy, Physiology, Biochemistry, Community Medicine,
Radiology & Imaging, Microbiology."
,,Diploma,"Clinical Pathology, Bacteriology, Cardiology,
Otolaryngology(ENT), Orthopedics, Gynae & Obs, Skin &
VD, Anesthesiology."
5,"Rajshahi Medical College , Rajshahi",MD,"Pathology, Microbiology, Medicine, Neuro-Medicine,
Internal Medicine, Paediatrics."
,,MS,"Surgery, Gynae & Obs."
,,MPH,Community Medicine.
,,M. Phil,"Anatomy, Physiology, Pharmarcology & Theraputics,
Microbiology, Radiotherapy."
,,Diploma,"Pathology, Paediatrics, Orthopedics, Gynae & Obs,
Radiotherapy, Anesthesiology, Community Medicine,
Forensic Medicine."
6,"Sher-e-Bangla Medical College,
Barisal",MS,Ophthalmology
,,M. Phil,"Pharmarcology, Anatomy."
,,Diploma,"Anesthesiology, Pharmarcology, Forensic Medicine,
Orthopedics."
7,"MAG Osmani Medical College,
Sylhet",MD,"Internal Medicine, Paediatrics, Cardiology."
,,MS,"Surgery, Paediatrics Surgery, Orthopedics Surgery,
Ophthalmology, Gyne & Obs."
,,M. Phil,"Anatomy, Pharmacology, Pathology, Microbiology,
Biochemistry, Psychiatrics."
,,Diploma,"Psychiartics, Paediatrics, Gyne & Obs, Dermatology,
Forensic Medicine."
8,"Rangpur Medical College , Rangpur",MD,"Paediatrics, Medicine."
,,MS,"Gyne & Obs, Surgery."
,,M. Phil,"Anatomy, Physiology."
,,Diploma,"Ophthalmology, Forensic Medicine, Anesthesiology."
9,"Dhaka Dental College, Mirpur-14,
Dhaka",MS,Oral & Maxilofacial Surgery
