0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,Sl no.,,,Topics,,,,,Total,,,Male,,,Female,
1,,,Registered Doctor (MBBS),,,,,122555,,,69526,,,53029,,
,2,,,Registered Doctor (BDS),,,,,12640,,,7003,,,5637,
3,,,"Post
Graduate
Doctor",,a) Diploma,,,6611,,,-,,,-,,
,,,,,b) F.C.P.S,,,5730,,,-,,,-,,
,,,,,c) F.R.C.S,,,08,,,-,,,-,,
,,,,,,d) M.C.P.S,,,1282,,,-,,,-,
,,,,,e) M.D,,,3723,,,-,,,-,,
,,,,,,f) M.P.H,,,607,,,-,,,-,
,,,,,g) M.Phil,,,2201,,,-,,,-,,
,,,,,,h) M.R.C.P,,,89,,,-,,,-,
,,,,,i) M.S,,,2602,,,-,,,-,,
,,,,,,j) PhD,,,75,,,-,,,-,
,,,,,k) MSC,,,12,,,-,,,-,,
,,,,,,l) MMED,,,02,,,-,,,-,
,,,,,m) MTM,,,03,,,-,,,-,,
