0,1,2,3
"Solar
Others
No electricity",,"1.46
0.18
0.76",
,Mobile phone users (15 years and above)(%),,
,[PHC 2022],,
"Total
Male
Female
Hijra",,"69.93
84.16
56.43
82.16",
,Internet users (15 years and above)(%),,
,[PHC 2022],,
"Total
Male
Female
Hijra",,"36.92
46.58
27.77
48.92",
,Population having Mobile Banking Account,,
,(15 Years and above) (%) [PHC 2022],,
"Total
Male
Female
Hijra",,"39.11
52.33
26.57
41.25",
,,,
,Education and Economy,,
,Literacy rate (7 years and above) [PHC 2022],,
"National
Male
Female",,"74.80
76.71
72.94",
"Per-capita GDP in [WB-2022]
FY 2021-2022: 2,688 USD",,,
"GDP growth rate in [WB-2022]
2020-21(%): 7.1",,,
Inflation in 2021-22(%): 6.15 [BBS 2022],,,
