0,1,2,3
"Sl.
no.",Name of College,Estd,Seats
01,"Dhaka Dental College, Mirpur 14, Dhaka",1960,97
02,"Chittagong Medical College Dental Unit, Chittagong",1990,60
03,"Rajshahi Medical College Dental Unit, Rajshahi",1989,59
05,"Shahid Shuhrawardy Medical College Dental Unit, Dhaka",2012,56
04,"Sir Salimullah Medical College Dental Unit, Dhaka",2012,52
06,"Mymensingh Medical College Dental Unit, Mymensingh",2012,52
07,"MAG Osmani Medical College Dental Unit, Sylhet",2012,52
08,"Sher-e-Bangla Medical College Dental Unit, Barishal",2012,52
09,"Rangpur Medical College Dental Unit, Rangpur",2012,52
,,Total,532
