0,1,2,3
"Table 11.7. District-wise distribution of the
number of accidents, injuries, and deaths that
occurred during January to July 2017",,,
District,"No. of
incidents","No. of
injuries","No. of
deaths"
Dhaka,12,112,16
Chittagong,9,86,24
Mymensingh,9,78,18
Munshiganj,8,40,6
Comilla,8,32,13
Gaibandha,6,50,11
Manikganj,5,47,3
Magura,5,20,6
Sylhet,5,10,12
Pabna,4,134,6
Sirajganj,4,40,10
Kushtia,4,19,9
Narayanganj,4,11,7
Jessore,3,104,8
Jhenaidah,3,41,3
Narsingdi,3,19,16
Cox’s Bazar,3,18,8
Narail,3,1,3
Faridpur,2,40,17
Rajshahi,2,25,6
Tangail,2,23,9
Dinajpur,2,17,9
Gopalganj,2,12,8
Netrakona,2,8,1
Gazipur,2,4,18
Lakshmipur,2,4,2
Bandarban,2,2,11
Lalmonirhat,2,1,3
Madaripur,2,0,2
Rangamati,1,65,23
Feni,1,19,0
Chuadanga,1,14,10
Bagerhat,1,6,5
Brahmanbaria,1,3,2
Patuakhali,1,2,1
Rangpur,1,1,1
Table 11.7. Contd.,,,
