0,1,2,3
,Name of nursing college,Degree,No. of seats
,Under the Ministry of Health and Family Welfare,,
,"College of Nursing, Chittagong Medical College, Chittagong",BSc Nursing,100
,"College of Nursing, Dhaka Medical College Hospital, Dhaka
College of Nursing, Mymensingh Medical College, Mymensingh","BSc
BSc","100
100"
,"College of Nursing, Rajshahi Medical College, Rajshahi",BSc,100
,"College of Nursing, Rangpur Medical College, Rangpur",BSc,100
,"College of Nursing, M.A.G. Osmani Medical College, Sylhet",BSc,100
,"College of Nursing, Sher-e-Bangla Medical College, Barisal",BSc,100
Total no. of nursing,colleges under MOHFW=7,Total seats,700
,"Armed Forces Medical Institute, Dhaka Cantonment, Dhaka
Faculty of Nursing, BSMMU, Dhaka",BSc,"60
25"
Total no. of nursing,colleges under the Ministry of Defense=1,Total seats,60
Total no. of nursing,colleges in the government sector=8,Grand total,785
