0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,,,,,,,905,0686,96491,7403,,,
,"raey
+05",,,F,,,,,,,,,58892,
,,,,,,,,,,,,,,
,,,,,,,,505,71701,70123,7206,,,
,,,,M,,,,,,,,,65394,
,,,,,,,,,,,,,,
,,,,,,,,666,4132,71311,0641,,,
,"raey
94-51",,,F,,,,,,,,,75751,
,,,,,,,,,,,,,,
,,,,,,,,546,7932,86821,0091,,,
,,,,M,,,,,,,,,01871,
,,,,,,,,,,,,,,
,,,,,,,,89,322,0101,931,,,
,"sraey
41-5",,,F,,,,,,,,,0741,
,,,,,,,,,,,,,,
,,,,,,,,18,172,8421,061,,,
,,,,M,,,,,,,,,0671,
,,,,,,,,,,,,,,
,,,,,,,,553,9053,4159,101,,,
,")s(raey
4-0",,,F,,,,,,,,,97431,
,,,,,,,,,,,,,,
,,,,,,,,075,3814,88221,661,,,
,,,,M,,,,,,,,,70271,
,,,,,,,,,,,,,,
,,,,,,,,9243,47403,12899,00031,,,
,"fo
.oN",htaed,,,,,,,,,,,427641,
,,,,,,,,,,,,,,
,,,,,,,,924,26,43,81,,,
,seitilicaF,gnitroper,,,htaed,,,,,,,,345,
,,,,,,,,,,,,,,
,,,,,,,,"xelpmoc
htlaeh
alizapU","lareneg
/latipsoh
tcirtsiD latipsoh","latipsoh
egelloc
lacideM","latipsoh
)setutitsni
yraitret
lanoitan(
rehtO",,,
,"seitilicaf
fo
epyT",,,,,,,,,,,,latoT,
,,,,,,,,,,,,,,
,,,,,,,,yramirP,yradnoceS,yraitreT,,,,
,"erac
fo
leveL",,,,,,,,,,,,,
,,,,,,,,,,,,,,
